orfname,Gene Symbol,Description,log2_rep1,log2_rep2,log2_rep3,log2_rep4,log2_rep5,log2_rep6,# peptides,Avg log2 ratio,SD,p1,p2,# SILAC peptides,log2_SILAC ratio
YBR221C,PDB1,"E1 beta subunit of the pyruvate dehydrogenase (PDH) complex, which is an evolutionarily-conserved multi-protein complex found in mitochondria",-0.02,0.29,0.13,0.20,-0.21,0.11,18,0.08,0.176,0.471,0.247,8,0.09
YNL041C,COG6,"Component of the conserved oligomeric Golgi complex (Cog1p through Cog8p), a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments",-0.04,-0.72,0.17,0.08,0.90,0.11,9,0.08,0.515,0.844,0.313,13,0.02
YBR078W,ECM33,"GPI-anchored protein of unknown function, has a possible role in apical bud growth; GPI-anchoring on the plasma membrane crucial to function; phosphorylated in mitochondria; similar to Sps2p and Pst1p",-0.05,0.36,0.12,0.17,-0.13,0.02,27,0.08,0.176,0.547,0.240,19,0.02
YDL015C,TSC13,"Enoyl reductase that catalyzes the last step in each cycle of very long chain fatty acid elongation, localizes to the ER, highly enriched in a structure marking nuclear-vacuolar junctions, coimmunoprecipitates with elongases Fen1p and Sur4p",-0.21,-0.20,-0.57,0.24,0.26,0.97,4,0.08,0.536,0.854,0.305,,
YBR248C,HIS7,"Imidazole glycerol phosphate synthase (glutamine amidotransferase:cyclase), catalyzes the fifth and sixth steps of histidine biosynthesis and also produces 5-aminoimidazole-4-carboxamide ribotide (AICAR), a purine precursor",0.18,0.08,0.17,0.07,-0.03,0.03,45,0.08,0.082,0.130,0.251,40,0.01
YPL204W,HRR25,"Protein kinase involved in regulating diverse events including vesicular trafficking, DNA repair, and chromosome segregation; binds the CTD of RNA pol II; homolog of mammalian casein kinase 1delta (CK1delta)",-0.35,0.51,0.08,0.30,-0.13,0.08,8,0.08,0.303,0.683,0.249,6,-0.19
YJR017C,ESS1,Peptidylprolyl-cis/trans-isomerase (PPIase) specific for phosphorylated serine and threonine residues N-terminal to proline; regulates phosphorylation of the RNA polymerase II large subunit (Rpo21p) C-terminal domain,0.10,0.10,-0.01,-0.17,0.42,0.04,18,0.08,0.194,0.681,0.246,3,-0.04
YNL192W,CHS1,"Chitin synthase I, requires activation from zymogenic form in order to catalyze the transfer of N-acetylglucosamine (GlcNAc) to chitin; required for repairing the chitin septum during cytokinesis; transcription activated by mating factor",-0.11,0.09,-0.08,-0.01,0.34,0.25,13,0.08,0.184,0.661,0.315,14,-0.07
YLR309C,IMH1,"Protein involved in vesicular transport, mediates transport between an endosomal compartment and the Golgi, contains a Golgi-localization (GRIP) domain that interacts with activated Arl1p-GTP to localize Imh1p to the Golgi",-0.12,0.00,0.14,0.15,0.14,0.17,35,0.08,0.114,0.336,0.242,48,0.01
YMR104C,YPK2,Protein kinase with similarityto serine/threonine protein kinase Ypk1p; functionally redundant with YPK1 at the genetic level; participates in a signaling pathway required for optimal cell wall integrity; homolog of mammalian kinase SGK,-0.02,-0.23,0.36,-0.01,0.22,0.16,30,0.08,0.208,0.683,0.247,30,0.09
YDR006C,SOK1,Protein whose overexpression suppresses the growth defect of mutants lacking protein kinase A activity; involved in cAMP-mediated signaling; localized to the nucleus; similar to the mouse testis-specific protein PBS13,0.02,0.32,-0.16,0.25,-0.24,0.31,7,0.08,0.247,0.698,0.316,4,0.04
YDR292C,SRP101,Signal recognition particle (SRP) receptor - alpha subunit; contain GTPase domains; involved in SRP-dependent protein targeting; interacts with SRP102p,0.06,0.25,0.21,-0.09,-0.08,0.12,13,0.08,0.141,0.357,0.294,7,-0.05
YGL095C,VPS45,"Protein of the Sec1p/Munc-18 family, essential for vacuolar protein sorting; required for the function of Pep12p and the early endosome/late Golgi SNARE Tlg2p; essential for fusion of Golgi-derived vesicles with the prevacuolar compartment",0.00,-0.07,0.00,0.26,0.27,0.03,5,0.08,0.144,0.574,0.294,7,-0.04
YOL060C,MAM3,"Protein required for normal mitochondrial morphology, has similarity to hemolysins",0.22,-0.70,0.08,0.19,0.69,0.00,2,0.08,0.450,0.799,0.308,,
YDL086W,YDL086W,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YDL086W is not an essential gene",0.24,0.05,0.23,-0.09,0.05,-0.01,25,0.08,0.131,0.307,0.245,12,0.10
YOL109W,ZEO1,Peripheral membrane protein of the plasma membrane that interacts with Mid2p; regulates the cell integrity pathway mediated by Pkc1p and Slt2p; the authentic protein is detected in a phosphorylated state in highly purified mitochondria,0.18,-0.11,0.12,0.02,0.35,-0.09,201,0.08,0.174,0.478,0.256,42,0.03
YGL108C,YGL108C,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery,0.04,-0.43,0.07,0.13,0.68,-0.01,5,0.08,0.355,0.770,0.318,1,-0.24
YKR063C,LAS1,Essential nuclear protein possibly involved in bud formation and morphogenesis; mutants require the SSD1-v allele for viability,-0.09,-0.27,-0.37,0.90,0.22,0.10,4,0.08,0.458,0.882,0.362,5,-0.11
YER063W,THO1,"Conserved nuclear RNA-binding protein; specifically binds to transcribed chromatin in a THO- and RNA-dependent manner, genetically interacts with shuttling hnRNP NAB2; overproduction suppresses transcriptional defect caused by hpr1 mutation",0.10,0.35,-0.11,0.07,-0.16,0.24,17,0.08,0.199,0.493,0.246,12,0.16
YHR135C,YCK1,"Palmitoylated, plasma membrane-bound casein kinase I isoform; shares redundant functions with Yck2p in morphogenesis, proper septin assembly, endocytic trafficking; provides an essential function overlapping with that of Yck2p",-0.08,-0.49,-0.70,0.22,0.44,1.09,4,0.08,0.652,0.900,0.362,9,0.02
YDR349C,YPS7,"Putative GPI-anchored aspartic protease, located in the cytoplasm and endoplasmic reticulum",0.10,0.69,-0.30,0.09,0.08,-0.18,2,0.08,0.343,0.767,0.362,6,-0.23
YMR246W,FAA4,"Long chain fatty acyl-CoA synthetase, regulates protein modification during growth in the presence of ethanol, functions to incorporate palmitic acid into phospholipids and neutral lipids",-0.01,0.04,0.02,0.15,0.26,0.02,41,0.08,0.103,0.419,0.246,23,0.11
YFL018C,LPD1,"Dihydrolipoamide dehydrogenase, the lipoamide dehydrogenase component (E3) of the pyruvate dehydrogenase and 2-oxoglutarate dehydrogenase multi-enzyme complexes",0.11,-0.05,0.17,0.05,0.10,0.09,87,0.08,0.073,0.146,0.259,44,0.12
YEL030W,ECM10,"Heat shock protein of the Hsp70 family, localized in mitochondrial nucleoids, plays a role in protein translocation, interacts with Mge1p in an ATP-dependent manner; overexpression induces extensive mitochondrial DNA aggregations",-0.46,0.24,-0.24,0.10,0.42,0.41,10,0.08,0.359,0.773,0.313,12,0.01
YOR189W,IES4,Component of the INO80 chromatiin remodeling complex and target of the Mec1p/Tel1p DNA damage signaling pathway; proposed to link chromatin remodeling to replication checkpoint responses,0.01,0.08,0.35,0.01,0.27,-0.25,10,0.08,0.213,0.569,0.300,6,0.07
YKL007W,CAP1,Alpha subunit of the capping protein (CP) heterodimer (Cap1p and Cap2p) which binds to the barbed ends of actin filaments preventing further polymerization; localized predominantly to cortical actin patches,0.06,0.72,-0.47,0.07,-0.42,0.52,4,0.08,0.480,0.886,0.322,,
YGL164C,YRB30,"RanGTP-binding protein, inhibits RanGAP1 (Rna1p)-mediated GTP hydrolysis of RanGTP (Gsp1p); shares similarity to proteins in other fungi but not in higher eukaryotes",0.09,0.13,0.30,0.05,-0.25,0.15,4,0.08,0.182,0.821,0.314,3,-0.01
YDR061W,YDR061W,Protein with similarity to ATP-binding cassette (ABC) transporter family members; lacks predicted membrane-spanning regions; transcriptionally activated by Yrm1p along with genes involved in multidrug resistance,-0.05,-0.10,0.13,0.13,0.37,-0.01,25,0.08,0.171,0.562,0.252,11,0.15
YMR124W,YMR124W,"Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck; interacts with Crm1p in two-hybrid assay; YMR124W is not an essential gene",0.00,0.18,0.28,0.12,-0.03,-0.09,13,0.08,0.142,0.550,0.302,13,0.02
YBR095C,RXT2,Subunit of the histone deacetylase Rpd3L complex; possibly involved in cell fusion and invasive growth,0.10,0.14,-0.68,0.63,-0.58,0.85,4,0.08,0.619,0.949,0.324,,
YNL160W,YGP1,Cell wall-related secretory glycoprotein; induced by nutrient deprivation-associated growth arrest and upon entry into stationary phase; may be involved in adaptation prior to stationary phase entry; has similarity to Sps100p,-0.08,0.20,0.16,-0.07,0.06,0.19,22,0.08,0.128,0.490,0.262,12,0.12
YBR176W,ECM31,"Ketopantoate hydroxymethyltransferase, required for pantothenic acid biosynthesis, converts 2-oxoisovalerate into 2-dehydropantoate",1.06,-0.37,0.43,-0.55,-0.01,-0.11,3,0.08,0.587,0.848,0.367,2,0.88
YEL020W-A,TIM9,"Mitochondrial intermembrane space protein, forms a complex with Mrs11p/Tim10p that mediates import and insertion of a subset of polytopic inner membrane proteins; may prevent aggregation of incoming proteins in a chaperone-like manner",0.19,-0.30,0.10,0.07,0.35,0.04,20,0.08,0.215,0.654,0.264,6,0.02
YDL219W,DTD1,"D-Tyr-tRNA(Tyr) deacylase, functions in protein translation, may affect nonsense suppression via alteration of the protein synthesis machinery; ubiquitous among eukaryotes",-0.04,0.16,-0.07,0.06,-0.04,0.39,8,0.08,0.176,0.542,0.305,3,0.03
YCL035C,GRX1,Hydroperoxide and superoxide-radical responsive heat-stable glutathione-dependent disulfide oxidoreductase with active site cysteine pair; protects cells from oxidative damage,-0.14,0.05,0.02,0.06,0.14,0.31,20,0.08,0.147,0.774,0.261,8,0.25
YFR019W,FAB1,"1-phosphatidylinositol-3-phosphate 5-kinase; vacuolar membrane kinase that generates phosphatidylinositol (3,5)P2, which is involved in vacuolar sorting and homeostasis",0.18,0.10,0.01,0.21,-0.09,0.06,5,0.08,0.111,0.657,0.318,8,0.18
YGL115W,SNF4,"Activating gamma subunit of the AMP-activated Snf1p kinase complex (contains Snf1p and a Sip1p/Sip2p/Gal83p family member); activates glucose-repressed genes, represses glucose-induced genes; role in sporulation, and peroxisome biogenesis",-0.02,-0.19,0.02,0.15,0.12,0.37,17,0.08,0.187,0.542,0.265,14,0.11
YPR033C,HTS1,Cytoplasmic and mitochondrial histidine tRNA synthetase; encoded by a single nuclear gene that specifies two messages; efficient mitochondrial localization requires both a presequence and an amino-terminal sequence,0.02,0.08,-0.22,0.13,0.31,0.13,33,0.08,0.171,0.567,0.257,11,-0.02
YGL087C,MMS2,"Protein involved in error-free postreplication DNA repair; forms a heteromeric complex with Ubc13p that has a ubiquitin-conjugating activity; cooperates with chromatin-associated RING finger proteins, Rad18p and Rad5p",0.08,-0.82,0.20,0.38,0.61,0.01,8,0.08,0.490,0.790,0.262,7,0.20
YGL099W,LSG1,Putative GTPase involved in 60S ribosomal subunit biogenesis; required for the release of Nmd3p from 60S subunits in the cytoplasm,-0.07,0.11,0.09,0.00,0.19,0.13,10,0.08,0.094,0.606,0.307,5,-0.08
YBL079W,NUP170,"Abundant subunit of the nuclear pore complex (NPC), required for proper localization of specific nucleoporins within the NPC, involved in nuclear envelope permeability and in chromosome segregation, has similarity to Nup157p",0.11,0.17,0.14,0.03,-0.07,0.08,22,0.08,0.087,0.153,0.263,19,-0.05
YER178W,PDA1,"E1 alpha subunit of the pyruvate dehydrogenase (PDH) complex, catalyzes the direct oxidative decarboxylation of pyruvate to acetyl-CoA; phosphorylated; regulated by glucose",-0.01,0.13,0.03,0.17,-0.02,0.15,38,0.08,0.082,0.184,0.259,30,0.13
YHR179W,OYE2,"Widely conserved NADPH oxidoreductase containing flavin mononucleotide (FMN), homologous to Oye3p with slight differences in ligand binding and catalytic properties; may be involved in sterol metabolism",0.05,0.09,0.07,0.00,0.12,0.12,65,0.07,0.047,0.082,0.269,12,0.16
YBR084W,MIS1,"Mitochondrial C1-tetrahydrofolate synthase, involved in interconversion between different oxidation states of tetrahydrofolate (THF); provides activities of formyl-THF synthetase, methenyl-THF cyclohydrolase, and methylene-THF dehydrogenase",0.06,0.15,0.18,0.03,0.04,-0.02,45,0.07,0.076,0.223,0.271,29,-0.07
YJR042W,NUP85,"Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC), required for assembly of the subcomplex and also for formation of the nucleocytoplasmic Gsp1p concentration gradient that plays a role in nuclear trafficking",0.04,0.20,0.07,0.13,-0.02,0.03,10,0.07,0.079,0.300,0.309,11,0.02
YML124C,TUB3,"Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer, which polymerizes to form microtubules; expressed at lower level than Tub1p",0.21,0.43,-0.73,0.19,-0.35,0.70,2,0.07,0.525,0.848,0.371,8,-0.04
YDR293C,SSD1,"Protein with a role in maintenance of cellular integrity, interacts with components of the TOR pathway; ssd1 mutant of a clinical S. cerevisiae strain displays elevated virulence",0.14,0.04,0.43,-0.04,-0.01,-0.12,6,0.07,0.196,0.629,0.322,7,-0.12
YJR137C,ECM17,"Sulfite reductase beta subunit, involved in amino acid biosynthesis, transcription repressed by methionine",0.10,0.21,-0.42,0.19,-0.03,0.40,11,0.07,0.282,0.799,0.311,10,-0.14
YDL076C,RXT3,Subunit of the RPD3L complex; involved in histone deacetylation,0.04,0.28,0.03,0.28,-0.16,-0.03,3,0.07,0.175,0.915,0.268,,
YLR133W,CKI1,"Choline kinase, catalyzing the first step in phosphatidylcholine synthesis via the CDP-choline (Kennedy pathway); exhibits some ethanolamine kinase activity contributing to phosphatidylethanolamine synthesis via the CDP-ethanolamine pathway",0.03,-0.01,0.08,0.22,0.06,0.05,35,0.07,0.081,0.214,0.265,19,0.10
YHR038W,RRF1,"Mitochondrial ribosome recycling factor, essential for mitochondrial protein synthesis and for the maintenance of the respiratory function of mitochondria",-0.02,0.24,-0.10,0.24,-0.06,0.13,19,0.07,0.152,0.539,0.273,13,0.03
YMR027W,YMR027W,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; YMR027W is not an essential gene,0.12,0.04,0.10,-0.11,0.27,0.02,48,0.07,0.125,0.377,0.276,27,0.11
YLR259C,HSP60,Tetradecameric mitochondrial chaperonin required for ATP-dependent folding of precursor polypeptides and complex assembly; prevents aggregation and mediates protein refolding after heat shock; role in mtDNA transmission; phosphorylated,0.09,0.10,-0.02,0.09,0.09,0.09,135,0.07,0.048,0.153,0.276,68,-0.02
YPR047W,MSF1,"Mitochondrial phenylalanyl-tRNA synthetase alpha subunit, active as a monomer, unlike the cytoplasmic subunit which is active as a dimer complexed to a beta subunit dimer; similar to the alpha subunit of E. coli phenylalanyl-tRNA synthetase",0.11,0.27,0.25,0.19,-0.28,-0.11,3,0.07,0.221,0.719,0.328,6,0.22
YJR049C,UTR1,ATP-NADH kinase; phosphorylates both NAD and NADH; active as a hexamer; enhances the activity of ferric reductase (Fre1p),0.10,0.22,0.03,-0.13,0.19,0.03,3,0.07,0.127,0.643,0.273,,
YMR140W,SIP5,Protein of unknown function; interacts with both the Reg1p/Glc7p phosphatase and the Snf1p kinase,-0.18,-0.67,0.51,0.24,0.25,0.28,6,0.07,0.428,0.791,0.376,10,0.05
YMR220W,ERG8,"Phosphomevalonate kinase, an essential cytosolic enzyme that acts in the biosynthesis of isoprenoids and sterols, including ergosterol, from mevalonate",0.02,0.06,-0.08,0.01,0.19,0.23,10,0.07,0.117,0.394,0.316,9,0.08
YNL104C,LEU4,Alpha-isopropylmalate synthase (2-isopropylmalate synthase); the main isozyme responsible for the first step in the leucine biosynthesis pathway,-0.23,0.20,-0.03,0.16,0.14,0.19,21,0.07,0.169,0.512,0.269,3,0.20
YNL206C,RTT106,Protein with a role in regulation of Ty1 transposition,-0.11,0.30,-0.03,0.15,0.13,-0.01,7,0.07,0.148,0.728,0.274,6,-0.01
YMR261C,TPS3,"Regulatory subunit of trehalose-6-phosphate synthase/phosphatase complex, which synthesizes the storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway",-0.07,0.15,0.05,0.17,-0.02,0.15,26,0.07,0.102,0.329,0.269,23,0.04
YLR382C,NAM2,"Mitochondrial leucyl-tRNA synthetase, also has a direct role in splicing of several mitochondrial group I introns; indirectly required for mitochondrial genome maintenance",0.06,0.11,0.06,0.13,0.06,0.01,29,0.07,0.041,0.280,0.269,12,0.09
YPL270W,MDL2,Mitochondrial inner membrane half-type ATP-binding cassette (ABC) transporter,0.33,0.00,-0.03,0.52,-0.22,-0.18,4,0.07,0.295,0.795,0.329,4,0.15
YMR302C,YME2,Integral inner mitochondrial membrane protein with a role in maintaining mitochondrial nucleoid structure and number; mutants exhibit an increased rate of mitochondrial DNA escape; shows some sequence similarity to exonucleases,0.05,0.01,0.09,0.16,-0.02,0.14,28,0.07,0.072,0.121,0.278,17,0.06
YDR432W,NPL3,RNA-binding protein that carries poly(A)+ mRNA from the nucleus into the cytoplasm; dissociation from mRNAs is promoted by Mtr10p; phosphorylated by Sky1p in the cytoplasm,0.45,-0.39,0.03,-0.07,0.44,-0.02,19,0.07,0.325,0.746,0.278,10,0.02
YKR014C,YPT52,"GTPase, similar to Ypt51p and Ypt53p and to mammalian rab5; required for vacuolar protein sorting and endocytosis",0.08,0.12,0.05,0.04,0.00,0.13,26,0.07,0.049,0.342,0.281,21,0.07
YKR089C,TGL4,Triacylglycerol lipase involved in triacylglycerol mobilization and degradation; found in lipid particles; potential Cdc28p substrate,-0.24,0.16,0.09,0.55,0.10,-0.25,3,0.07,0.295,0.759,0.378,2,-0.01
YHR216W,IMD2,"Inosine monophosphate dehydrogenase, catalyzes the first step of GMP biosynthesis, expression is induced by mycophenolic acid resulting in resistance to the drug, expression is repressed by nutrient limitation",-0.24,0.29,0.17,0.17,0.00,0.04,15,0.07,0.186,0.531,0.319,12,0.02
YMR205C,PFK2,"Beta subunit of heterooctameric phosphofructokinase involved in glycolysis, indispensable for anaerobic growth, activated by fructose-2,6-bisphosphate and AMP, mutation inhibits glucose induction of cell cycle-related genes",0.06,0.27,0.17,-0.04,-0.12,0.08,72,0.07,0.138,0.469,0.285,38,-0.04
